Date,Close,High,Low,Open,Volume,Ticker,Company,Sector
2025-10-03,8559.0458984375,8577.782216436268,8373.654962449684,8506.781432440936,915075,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-06,8669.984375,8681.324777674306,8530.941176993289,8577.288909662193,300715,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-07,8780.4306640625,8791.278006527087,8663.575202057626,8677.873971670037,490577,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-08,8669.984375,8779.443913856347,8629.06031317533,8779.443913856347,408647,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-09,8687.7353515625,8695.131267015022,8580.741108016015,8653.22107945073,217161,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-10,8822.3408203125,8830.722857642479,8659.630683907028,8693.651894246354,228686,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-13,8940.1826171875,8957.932814309646,8793.250429898624,8822.834091768867,374531,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-14,8976.17578125,8993.432916781105,8907.147239125585,8973.710476174128,297332,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-15,8873.1259765625,9052.600185023755,8831.215790520722,8980.120216222094,300055,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-16,9024.4951171875,9049.64122716819,8896.792323363998,8904.681299044214,334619,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-17,9023.509765625,9066.899135570631,8964.342442971867,9023.016704602893,466036,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-20,8997.8701171875,9108.315780306028,8974.203189376387,9066.89865663658,303686,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-21,8991.4609375,9037.808674291236,8954.974421302642,9032.385002964602,27642,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-23,8921.4462890625,9029.919715811351,8891.862627221904,9009.211152522936,249420,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-24,8950.5361328125,8972.72387731625,8886.931265235085,8944.126339955861,332130,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-27,8969.2724609375,8988.501839530021,8929.334520783801,8973.216948853915,310061,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-28,8931.7998046875,9003.293648004072,8893.834108581459,8973.709988700663,459991,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-29,8908.6259765625,8963.848807499793,8835.652949966792,8963.848807499793,226605,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-30,8799.1669921875,8939.19632233326,8780.92373438682,8908.62653899158,250532,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-10-31,8769.08984375,8925.39018001476,8679.845803169806,8815.437577531979,261013,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-03,8798.673828125,8833.188099235605,8732.110590983119,8776.486082411038,206987,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-04,8629.5537109375,8796.208330655068,8592.0810745513,8796.208330655068,517334,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-06,8599.4765625,8698.088758618342,8581.726367198698,8633.497770160828,326774,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-07,8600.462890625,8628.074306200017,8485.579679393239,8598.983707647767,290120,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-10,8650.2626953125,8715.346751159585,8564.963137270488,8672.94350265315,992874,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-11,8771.5556640625,8820.86176672727,8604.901037055579,8696.61038801205,380748,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-12,8744.9296875,8810.99985992473,8677.873393098782,8810.99985992473,439922,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-13,8744.4365234375,8772.047938453712,8719.29041333345,8764.652023717226,276001,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-14,8720.27734375,8744.437334129043,8659.630837288321,8744.437334129043,550371,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-17,8821.3544921875,8899.751192442254,8727.179839680215,8727.179839680215,457995,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-18,8797.1943359375,8874.111851709624,8776.485773998851,8850.937984778278,276172,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-19,8761.201171875,8850.445215552718,8740.492609253652,8825.792164813018,326292,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-20,8854.8828125,8880.028924390279,8766.6248903753,8800.153039562338,189991,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-21,8768.5966796875,8833.187669624469,8739.013020174385,8825.791754746191,320271,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-24,8882.494140625,8923.418204664515,8734.575836867714,8781.41663305752,466198,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-25,8922.431640625,9018.08547231605,8876.083907743769,8899.750835172483,482151,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-26,9036.822265625,9052.600218074804,8902.709669801668,8928.3488425326,354143,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-27,8897.2861328125,9126.066446784514,8871.153898673454,9066.406063184051,602295,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-11-28,8947.578125,8979.627090565935,8798.180639361879,8905.667939259933,432445,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-01,8969.765625,9061.968031105704,8929.827684387368,9002.307650684366,449503,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-02,8959.4111328125,9015.12702395816,8863.264241012464,8973.709901336608,319833,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-03,8875.5908203125,8978.640566518006,8825.79166066295,8959.411188039467,412081,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-04,8958.9189453125,8968.780165945756,8863.265105169923,8880.029180246458,275604,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-05,8982.5849609375,9003.293522160433,8919.966216287206,8928.348252972679,279893,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-08,8900.7373046875,8997.870323135508,8832.20182466581,8988.502163995852,299426,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-09,8836.6396484375,8909.119618771185,8756.763762763641,8865.237187752831,373015,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-10,8866.22265625,8876.576936963005,8780.430044627961,8836.638997069987,307300,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-11,8927.85546875,8957.932189553763,8836.639184345142,8866.222844152124,136142,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-12,8889.8896484375,8963.355735937066,8835.652939545202,8939.195747430498,356060,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-15,8815.9306640625,8917.00816887977,8760.707832162332,8914.542863884228,507849,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-16,8882.9873046875,8902.709745417269,8767.611026418357,8815.931006206289,278902,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-17,8771.5556640625,8883.973578138175,8736.055270143866,8882.98745608488,256364,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-18,8708.443359375,8767.61067922128,8613.77564762095,8767.61067922128,338487,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-19,8877.0703125,8885.945410568485,8704.498961168352,8707.950388194984,215196,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-22,9036.822265625,9057.530828215367,8872.63294794423,8884.95947329564,377385,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-23,8972.724609375,9056.54498433894,8953.988290265414,9056.54498433894,215559,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-24,9042.7392578125,9066.899248195969,8944.12705216569,8973.710713859733,167717,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-26,8938.703125,9058.023890417287,8926.376599646974,9055.06552433256,105815,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-29,8960.890625,9000.33550504842,8929.827781961869,8943.633489978816,263943,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-30,9153.1845703125,9169.9486446171,8900.244272716598,8960.89077681854,464922,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2025-12-31,9213.337890625,9267.574600887696,9167.483217402902,9190.657084515144,319864,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-01,9425.3544921875,9451.97978736317,9189.178262758864,9235.032937783631,306936,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-02,9370.6240234375,9499.31294057074,9181.288605126529,9417.464817030055,733651,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-05,9365.693359375,9549.605105784416,9333.644395523494,9387.88110357989,304245,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-06,9526.9248046875,9647.724751750353,9410.562406700426,9442.118311239294,503002,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-07,9653.6416015625,9670.898737067617,9474.660453323717,9533.827775055544,334802,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-08,9625.0439453125,9750.77450245889,9590.036613714878,9663.502703969045,534086,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-09,9429.7919921875,9693.57963745915,9405.632002246732,9625.04415579044,250994,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-12,9359.2841796875,9455.431077540154,9230.102193854704,9429.791904779446,332453,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-13,9421.41015625,9443.597902588248,9327.23549956988,9374.07629739507,229215,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-14,9446.5556640625,9476.632384951265,9362.242233374329,9443.104237075266,335206,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-15,9446.5556640625,9446.5556640625,9446.5556640625,9446.5556640625,0,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-16,9357.3115234375,9483.042076629436,9259.1923858485,9407.603744714275,528450,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-19,9298.6376953125,9357.311956182228,9263.137302181236,9357.311956182228,403445,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-20,9052.599609375,9336.602734375,9027.94656032986,9336.602734375,385253,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-21,9051.6142578125,9126.559533288451,8946.099198918728,9023.016718486151,323092,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-22,9239.962890625,9261.164513052794,9058.023386535318,9096.97520448406,193757,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-23,9282.859375,9415.492782971263,9205.448798600411,9259.685508179742,204212,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-27,9360.2705078125,9374.076216526088,9200.51873555527,9291.241964244562,302065,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-28,9302.58203125,9401.194232779126,9121.628641444056,9368.159145266867,342407,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
2026-01-29,9379.9921875,9400.700748889562,9251.303270293443,9343.505674575536,390096,BAJAJ-AUTO.NS,Bajaj Auto,Automobile
